Food_Name,Ingredient,Amount
神枕法,半夏,细辛八物毒者，以应八风。
神枕法,菵草,凡石
神枕法,藜芦,皂角
神枕法,麋芜凡二十四物，以应二十四气。乌头,附子
神枕法,白衡,秦椒
神枕法,薏苡仁,款冬花
神枕法,飞廉,柏实
神枕法,荆实,肉苁蓉
神枕法,人参桔梗,白薇
神枕法,乾姜,防风
神枕法,蜀椒,桂
神枕法,本,木兰
神枕法,杜衡,白术
神枕法,白芷,辛荑
神枕法,神枕方：用五月五日，七月七日，取出林柏以为枕。长一尺二寸，高四寸，空中容一斗二升，以柏心赤者为盖，浓二分，盖致之令密，又使开闭也。又钻盖上为三行，每行四十九孔，凡一百四十七孔，令容粟大。用下项药：芎,当归
天门冬膏,天门冬,不以多少，去皮，去根、须，洗净
金髓煎,枸杞,不以多少，采红熟者
地仙煎,生牛奶子,二升
地仙煎,杏仁,一升，汤泡，去皮、尖
地仙煎,山药,一斤
铁 瓮先生 琼玉膏,白沙蜜,一十斤，炼净
铁 瓮先生 琼玉膏,白茯苓,四十九两，去黑皮
铁 瓮先生 琼玉膏,生地黄,一十六斤，汁
铁 瓮先生 琼玉膏,新罗参,二十四两，去芦
